timestamp,rpm,throttle_percent
2026-07-09T01:49:12.780,968.0,14.509803921568627
2026-07-09T01:49:13.025,972.25,14.509803921568627
2026-07-09T01:49:13.261,956.25,14.901960784313726
2026-07-09T01:49:13.539,949.0,14.509803921568627
2026-07-09T01:49:13.790,956.5,14.509803921568627
2026-07-09T01:49:14.034,929.25,14.509803921568627
2026-07-09T01:49:14.270,956.25,14.509803921568627
2026-07-09T01:49:14.514,951.5,14.509803921568627
2026-07-09T01:49:14.751,964.5,14.509803921568627
2026-07-09T01:49:14.996,974.25,14.509803921568627
2026-07-09T01:49:15.233,973.0,14.509803921568627
2026-07-09T01:49:15.469,963.5,14.509803921568627
2026-07-09T01:49:15.730,942.0,14.509803921568627
2026-07-09T01:49:15.972,950.75,14.509803921568627
2026-07-09T01:49:16.223,962.5,14.509803921568627
2026-07-09T01:49:16.485,942.5,14.509803921568627
2026-07-09T01:49:16.739,943.5,14.509803921568627
2026-07-09T01:49:16.976,961.25,14.509803921568627
2026-07-09T01:49:17.222,968.25,14.509803921568627
2026-07-09T01:49:17.459,962.0,14.509803921568627
2026-07-09T01:49:17.697,953.75,14.509803921568627
2026-07-09T01:49:17.942,960.25,14.509803921568627
2026-07-09T01:49:18.178,955.0,14.509803921568627
2026-07-09T01:49:18.416,976.0,14.509803921568627
2026-07-09T01:49:18.661,971.25,14.509803921568627
2026-07-09T01:49:18.902,978.25,14.509803921568627
2026-07-09T01:49:19.151,955.0,13.333333333333334
2026-07-09T01:49:19.391,961.0,13.333333333333334
2026-07-09T01:49:19.649,961.0,13.333333333333334
2026-07-09T01:49:19.892,938.25,13.333333333333334
2026-07-09T01:49:20.129,921.25,12.941176470588236
2026-07-09T01:49:20.371,912.0,12.941176470588236
2026-07-09T01:49:20.616,902.75,12.941176470588236
2026-07-09T01:49:20.852,883.5,12.941176470588236
2026-07-09T01:49:21.094,876.5,12.941176470588236
2026-07-09T01:49:21.351,873.5,12.941176470588236
2026-07-09T01:49:21.589,869.75,12.941176470588236
2026-07-09T01:49:21.842,859.0,12.941176470588236
2026-07-09T01:49:22.087,853.75,12.941176470588236
2026-07-09T01:49:22.325,837.5,12.941176470588236
2026-07-09T01:49:22.563,821.5,12.549019607843137
2026-07-09T01:49:22.808,812.0,12.549019607843137
2026-07-09T01:49:23.046,801.5,12.941176470588236
2026-07-09T01:49:23.282,801.25,12.549019607843137
2026-07-09T01:49:23.528,789.75,12.549019607843137
2026-07-09T01:49:23.765,802.75,12.549019607843137
2026-07-09T01:49:24.003,798.0,12.549019607843137
2026-07-09T01:49:24.248,797.0,12.549019607843137
2026-07-09T01:49:24.483,800.25,12.549019607843137
2026-07-09T01:49:24.727,801.75,12.549019607843137
2026-07-09T01:49:24.970,800.5,12.549019607843137
2026-07-09T01:49:25.208,803.5,12.549019607843137
2026-07-09T01:49:25.451,795.75,12.549019607843137
2026-07-09T01:49:25.690,795.5,12.549019607843137
2026-07-09T01:49:25.925,797.75,12.549019607843137
2026-07-09T01:49:26.171,797.0,12.549019607843137
2026-07-09T01:49:26.406,796.5,12.549019607843137
2026-07-09T01:49:26.645,803.75,12.549019607843137
2026-07-09T01:49:26.884,794.0,12.549019607843137
2026-07-09T01:49:27.131,792.5,12.549019607843137
2026-07-09T01:49:27.369,803.75,12.549019607843137
2026-07-09T01:49:27.610,805.75,12.549019607843137
2026-07-09T01:49:27.847,800.25,12.549019607843137
2026-07-09T01:49:28.088,789.5,12.549019607843137
2026-07-09T01:49:28.347,790.0,12.549019607843137
2026-07-09T01:49:28.585,789.5,12.549019607843137
2026-07-09T01:49:28.821,795.0,12.549019607843137
2026-07-09T01:49:29.063,794.5,12.549019607843137
2026-07-09T01:49:29.308,790.0,12.549019607843137
2026-07-09T01:49:29.543,795.0,12.549019607843137
2026-07-09T01:49:29.789,797.75,12.549019607843137
2026-07-09T01:49:30.027,800.0,12.549019607843137
2026-07-09T01:49:30.269,797.0,12.549019607843137
2026-07-09T01:49:30.509,800.75,15.686274509803921
2026-07-09T01:49:30.750,1145.0,19.607843137254903
2026-07-09T01:49:30.988,1587.0,12.156862745098039
2026-07-09T01:49:31.246,1294.75,11.764705882352942
2026-07-09T01:49:31.485,958.0,13.72549019607843
2026-07-09T01:49:31.726,845.25,12.156862745098039
2026-07-09T01:49:31.965,786.75,16.862745098039216
2026-07-09T01:49:32.205,1134.75,11.372549019607844
2026-07-09T01:49:32.443,984.0,10.980392156862745
2026-07-09T01:49:32.696,869.0,12.549019607843137
2026-07-09T01:49:32.944,735.0,13.333333333333334
2026-07-09T01:49:33.183,768.5,12.156862745098039
2026-07-09T01:49:33.416,782.25,12.156862745098039
2026-07-09T01:49:33.657,774.0,12.549019607843137
2026-07-09T01:49:33.920,767.0,12.156862745098039
2026-07-09T01:49:34.161,775.5,12.156862745098039
2026-07-09T01:49:34.418,781.25,14.509803921568627
2026-07-09T01:49:34.671,927.25,15.686274509803921
2026-07-09T01:49:34.912,1327.25,15.294117647058824
2026-07-09T01:49:35.152,1391.5,12.156862745098039
2026-07-09T01:49:35.391,1112.5,11.372549019607844
2026-07-09T01:49:35.663,889.25,13.333333333333334
2026-07-09T01:49:35.918,796.25,12.549019607843137
2026-07-09T01:49:36.159,780.0,12.549019607843137
2026-07-09T01:49:36.429,772.0,12.941176470588236
2026-07-09T01:49:36.667,801.5,12.156862745098039
2026-07-09T01:49:36.912,783.0,12.549019607843137
2026-07-09T01:49:37.150,824.25,25.88235294117647
2026-07-09T01:49:37.389,1431.25,13.72549019607843
2026-07-09T01:49:37.631,1431.25,12.156862745098039
2026-07-09T01:49:37.869,1128.0,11.372549019607844
2026-07-09T01:49:38.108,888.25,13.72549019607843
2026-07-09T01:49:38.355,828.75,12.549019607843137
2026-07-09T01:49:38.587,781.75,12.549019607843137
2026-07-09T01:49:38.833,771.25,12.549019607843137
2026-07-09T01:49:39.072,781.75,12.156862745098039
2026-07-09T01:49:39.308,775.75,12.549019607843137
2026-07-09T01:49:39.555,771.75,12.549019607843137
2026-07-09T01:49:39.795,773.0,12.549019607843137
2026-07-09T01:49:40.030,785.0,12.549019607843137
2026-07-09T01:49:40.274,784.25,12.156862745098039
2026-07-09T01:49:40.508,778.5,12.549019607843137
2026-07-09T01:49:40.751,786.25,12.549019607843137
2026-07-09T01:49:40.991,786.5,12.156862745098039
2026-07-09T01:49:41.234,781.0,12.156862745098039
2026-07-09T01:49:41.475,780.75,12.156862745098039
2026-07-09T01:49:41.717,782.25,12.156862745098039
2026-07-09T01:49:41.952,775.75,12.156862745098039
2026-07-09T01:49:42.175,784.0,12.156862745098039
2026-07-09T01:49:42.419,783.25,12.156862745098039
2026-07-09T01:49:42.655,786.0,12.156862745098039
2026-07-09T01:49:42.901,787.75,12.156862745098039
2026-07-09T01:49:43.136,778.5,12.156862745098039
2026-07-09T01:49:43.381,786.25,12.156862745098039
2026-07-09T01:49:43.614,785.25,12.156862745098039
2026-07-09T01:49:43.860,782.75,12.156862745098039
2026-07-09T01:49:44.100,789.75,12.156862745098039
2026-07-09T01:49:44.338,790.5,12.156862745098039
2026-07-09T01:49:44.578,787.75,12.156862745098039
2026-07-09T01:49:44.817,786.0,12.156862745098039
2026-07-09T01:49:45.062,790.0,12.156862745098039
2026-07-09T01:49:45.302,789.5,12.156862745098039
2026-07-09T01:49:45.540,797.5,12.156862745098039
2026-07-09T01:49:45.782,797.25,11.764705882352942
2026-07-09T01:49:46.021,801.25,12.156862745098039
2026-07-09T01:49:46.262,791.0,12.156862745098039
2026-07-09T01:49:46.497,789.75,12.156862745098039
2026-07-09T01:49:46.741,793.5,12.156862745098039
2026-07-09T01:49:46.977,797.25,11.764705882352942
2026-07-09T01:49:47.223,798.25,12.156862745098039
2026-07-09T01:49:47.459,795.5,12.156862745098039
2026-07-09T01:49:47.704,785.25,12.156862745098039
2026-07-09T01:49:47.944,787.0,12.156862745098039
2026-07-09T01:49:48.184,789.0,11.764705882352942
2026-07-09T01:49:48.422,795.75,11.764705882352942
2026-07-09T01:49:48.660,791.0,12.156862745098039
2026-07-09T01:49:48.898,777.25,12.156862745098039
2026-07-09T01:49:49.137,788.75,12.156862745098039
2026-07-09T01:49:49.384,785.75,11.764705882352942
2026-07-09T01:49:49.623,787.25,11.764705882352942
2026-07-09T01:49:49.859,788.25,12.156862745098039
2026-07-09T01:49:50.098,789.5,12.156862745098039
2026-07-09T01:49:50.346,792.25,11.764705882352942
2026-07-09T01:49:50.601,782.0,12.156862745098039
2026-07-09T01:49:50.840,798.75,11.764705882352942
2026-07-09T01:49:51.080,792.75,11.764705882352942
2026-07-09T01:49:51.318,795.25,11.764705882352942
2026-07-09T01:49:51.556,790.75,12.156862745098039
2026-07-09T01:49:51.863,794.25,12.156862745098039
2026-07-09T01:49:52.167,786.75,11.764705882352942
2026-07-09T01:49:52.406,784.5,12.156862745098039
2026-07-09T01:49:52.644,785.0,12.156862745098039
2026-07-09T01:49:52.883,800.75,12.156862745098039
2026-07-09T01:49:53.124,795.75,12.156862745098039
2026-07-09T01:49:53.371,796.25,12.156862745098039
2026-07-09T01:49:53.637,789.5,12.156862745098039
2026-07-09T01:49:53.876,790.75,12.156862745098039
2026-07-09T01:49:54.147,783.5,12.156862745098039
2026-07-09T01:49:54.395,787.0,12.156862745098039
2026-07-09T01:49:54.645,794.75,12.156862745098039
2026-07-09T01:49:54.886,790.25,11.764705882352942
2026-07-09T01:49:55.145,785.0,12.156862745098039
2026-07-09T01:49:55.383,796.25,11.764705882352942
2026-07-09T01:49:55.622,800.0,12.156862745098039
2026-07-09T01:49:55.862,794.5,12.156862745098039
2026-07-09T01:49:56.102,792.5,12.156862745098039
2026-07-09T01:49:56.348,799.75,12.156862745098039
2026-07-09T01:49:56.605,788.5,12.156862745098039
2026-07-09T01:49:56.843,793.5,11.764705882352942
2026-07-09T01:49:57.103,790.75,12.156862745098039
2026-07-09T01:49:57.338,797.5,11.764705882352942
2026-07-09T01:49:57.582,800.75,12.156862745098039
2026-07-09T01:49:57.818,794.75,11.764705882352942
2026-07-09T01:49:58.055,797.5,12.156862745098039
2026-07-09T01:49:58.301,791.25,12.156862745098039
2026-07-09T01:49:58.535,795.75,12.156862745098039
2026-07-09T01:49:58.780,801.0,12.156862745098039
2026-07-09T01:49:59.017,798.75,12.156862745098039
2026-07-09T01:49:59.262,796.25,12.156862745098039
2026-07-09T01:49:59.500,793.75,11.764705882352942
2026-07-09T01:49:59.736,789.75,12.156862745098039
2026-07-09T01:49:59.981,792.5,12.156862745098039
2026-07-09T01:50:00.220,798.5,12.156862745098039
2026-07-09T01:50:00.457,802.0,11.764705882352942
2026-07-09T01:50:00.703,791.5,12.156862745098039
2026-07-09T01:50:00.942,796.5,12.156862745098039
2026-07-09T01:50:01.180,796.0,12.156862745098039
2026-07-09T01:50:01.417,806.75,12.156862745098039
2026-07-09T01:50:01.664,798.5,11.764705882352942
2026-07-09T01:50:01.902,793.25,11.764705882352942
2026-07-09T01:50:02.141,794.0,12.156862745098039
2026-07-09T01:50:02.379,791.25,11.764705882352942
2026-07-09T01:50:02.617,801.75,12.156862745098039
2026-07-09T01:50:02.864,798.0,11.764705882352942
2026-07-09T01:50:03.102,788.75,11.764705882352942
2026-07-09T01:50:03.340,792.0,12.156862745098039
2026-07-09T01:50:03.594,791.75,11.764705882352942
2026-07-09T01:50:03.840,801.25,12.156862745098039
2026-07-09T01:50:04.076,802.25,12.156862745098039
2026-07-09T01:50:04.321,801.0,12.156862745098039
2026-07-09T01:50:04.559,793.75,11.764705882352942
2026-07-09T01:50:04.803,800.0,12.156862745098039
2026-07-09T01:50:05.072,797.25,12.156862745098039
2026-07-09T01:50:05.308,804.25,12.156862745098039
